date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:53:26	1411/1411	---M--	200	added ('OK')	image/png	etag:%225b983d30-583%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/light_square/btnNext.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/light_square/btnNext.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:26	1442/1442	---M--	200	added ('OK')	image/png	etag:%225b983d30-5a2%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/light_square/btnPrevious.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/light_square/btnPrevious.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:27	4227/4227	---M--	200	added ('OK')	image/png	etag:%225b983d30-1083%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/sprite.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/sprite.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:27	142/142	---M--	200	added ('OK')	image/png	etag:%228e-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternTop.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternTop.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:27	137/137	---M--	200	added ('OK')	image/png	etag:%2289-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternLeft.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:27	136/136	---M--	200	added ('OK')	image/png	etag:%2288-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternRight.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternRight.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:28	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225b983d30-9f1%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/loader.gif	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/loader.gif	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:29	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/btnNext.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/btnNext.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:29	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/btnPrevious.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/btnPrevious.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:29	142/142	---M--	200	added ('OK')	image/png	etag:%228e-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternBottom.png	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternBottom.png	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:29	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-5759fbba5ac00%22	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/prettyphoto/css/prettyPhoto.css?q5bhmv)
18:53:31	44801/44801	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Aug%202020%2023:53:31%20GMT	https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/ytplayer/css/font/ytp-regular.eot	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/ytplayer/css/font/ytp-regular.eot	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/vendor/ytplayer/css/jquery.mb.YTPlayer.min.css?q5bhmv)
18:53:31	44799/44799	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Aug%202020%2023:53:32%20GMT	https://www.southamericatravelsonline.com/themes/gavias_buildpro/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/https___www.southamericatravelsonline.com_/www.southamericatravelsonline.com/themes/gavias_buildpro/fonts/glyphicons-halflings-regular.eot	(from https://www.southamericatravelsonline.com/themes/gavias_buildpro/css/skins/blue/bootstrap.css?q5bhmv)
